url,label
http://data-dienst-leistung.com/info,phishing
https://patreon.com,benign
http://khairamakeup.co.id/css/LogOn17/LogOn/auth/home/auth/Logging_in.php,phishing
http://izn.geg.mybluehost.me/wp-admin/maint/sunrise/b5bafbb9e59c15e5d72074e4e48fd98b,phishing
https://zillow.com,benign
https://www.amazon.com/dp/B08N5WRWNW?ref_=nav_signin&th=1,benign
https://ledger.com,benign
http://mail.payeeonline-verifyissue.com/Login.php,phishing
http://kharehon.ga/Alaska-Bank,phishing
https://bloomingdales.com,benign
http://grouptogether.page.link/JuFw,phishing
https://buymeacoffee.com,benign
https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js,benign
https://biznesfishka.com/pe/...,phishing
https://research.facebook.com,benign
https://asus.com,benign
http://myseccheck.com/7jlz8d5lzf700xp3,phishing
http://mclaren-qw.gq/?login=do,phishing
https://accounts.google.com/signin/v2/identifier?service=mail,benign
https://vivo.com,benign
https://accounts.google.com/o/oauth2/v2/auth,benign
https://webmd.com,benign
https://apple.com,benign
http://instagramactivity.com,phishing
https://babeandbeard.com/rks/secured-services1/ChaseOnlineSupport/email.php?&0tjSjP8RlQA3bzyFOjGcqHyB61WEjdNkH7c0WlSibsmn2V2ReJ3EqBgxCcbWpYh66u73PZl0sIovDqmSapwA1N7DZiAphRvolDraDNb5vzB80X0anxLokT2kcCJuteSPSj0v6bBBLcKLaLWxjHVEAXYMzHg3W8TOsTky5WaR9VCjGyQ0gMEQJDDjkUng3g5vaq4fme6w,phishing
http://m.faceb00k.listing-item57129855782396534-id18579345.com,phishing
https://gitlab.com,benign
https://open.spotify.com/track/6rqhFgbbKwnb9MLmUQDhG6?si=abc123,benign
http://10000000000000000000478589618.tk/Login_to_Facebook.html,phishing
http://5510002f.com,phishing
http://f.digitalmaillane.com/igit/4/5t2frilU1qu1lizaqkU3b1Ue36xwkU0vpUlmeUxaUqUj,phishing
https://attmailingnjhj.weebly.com,phishing
http://miyashirousinagem.com.br/blogs/media/fud_dropbox/e6d0b66f69d049a7d470133abdb69961/main.html,phishing
http://protonupdate22.weebly.com,phishing
https://expedia.com,benign
https://apple-cdn-support-online.com/signin.html?InvitationUrl=1c908d45a41b3ebf303a2ad76fa42d80&KeyInvite=1c908d45a41b3ebf303a2ad76fa42d80,phishing
https://coursera.org,benign
https://attonlineverificatiion.weebly.com,phishing
http://halifax.securehelp-payee.com,phishing
http://cz10446.tw1.ru/sg/7c4c9a7cb512e9a/index.php?lsg,phishing
https://www.realtor.com/realestateandhomes-search/caf%C3%A9,benign
https://pages.github.com,benign
https://accounts.google.com/signin/v2/identifier,benign
http://midb.mx/g/EditPasswd=3489=Gmail&passivese&continue&scc=1&ltmpl=defaultltmplcache=2&emr=ServiceLogin.htm,phishing
http://praiseacademy.com.ng/portal/css/micro/6997b283388437cdd6ececa0e13cb608/action.php,phishing
https://amazon.com,benign
https://irs.gov,benign
